# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 23lli
# CHANNEL = B+R
# EXPNUM = 23_179_081_003
# MJD-OBS = 60123.540295
# DATE-OBS = 2023-06-28T12:58:03
# EXPTIME = 2400.0s
# AIRMASS = 1.19
# FLUXCAL_RMS_B = 0.034 mag
# FLUXCAL_RMS_R = 0.035 mag
# RA = 22:57:39.47
# DEC = 40:32:40.70
# wl fl err
# [A] [erg/s/cm2/A]
5320.480000 3.129283e-16 1.371810e-17
5323.480000 3.103059e-16 1.383137e-17
5326.480000 3.146965e-16 1.409407e-17
5329.480000 3.184249e-16 1.439252e-17
5332.480000 3.268304e-16 1.469533e-17
5335.480000 3.286416e-16 1.493453e-17
5338.480000 3.308325e-16 1.487606e-17
5341.480000 3.227309e-16 1.437508e-17
5344.480000 3.255752e-16 1.389554e-17
5347.480000 3.153862e-16 1.346039e-17
5350.480000 3.079206e-16 1.292208e-17
5353.480000 3.149612e-16 1.263712e-17
5356.480000 3.084893e-16 1.219182e-17
5359.480000 3.039039e-16 1.179624e-17
5362.480000 3.156020e-16 1.159490e-17
5365.480000 3.132826e-16 1.141119e-17
5368.480000 3.106181e-16 1.107311e-17
5371.480000 3.211850e-16 1.092696e-17
5374.480000 3.341634e-16 1.077858e-17
5377.480000 3.281327e-16 1.050832e-17
5380.480000 3.160338e-16 1.015270e-17
